pathway_id	gene_id
mmu04024	mmu:12015
mmu04024	mmu:12064
mmu04024	mmu:12288
mmu04024	mmu:12289
mmu04024	mmu:12292
mmu04024	mmu:12313
mmu04024	mmu:12314
mmu04024	mmu:12315
mmu04024	mmu:12322
mmu04024	mmu:12323
mmu04024	mmu:12325
mmu04024	mmu:12326
mmu04024	mmu:12638
mmu04024	mmu:12640
mmu04024	mmu:12669
mmu04024	mmu:12788
mmu04024	mmu:12789
mmu04024	mmu:12790
mmu04024	mmu:12912
mmu04024	mmu:12913
mmu04024	mmu:12914
mmu04024	mmu:12918
mmu04024	mmu:12921
mmu04024	mmu:12922
mmu04024	mmu:13488
mmu04024	mmu:13489
mmu04024	mmu:13492
mmu04024	mmu:13614
mmu04024	mmu:13615
mmu04024	mmu:13616
mmu04024	mmu:13617
mmu04024	mmu:14062
mmu04024	mmu:14281
mmu04024	mmu:14308
mmu04024	mmu:14309
mmu04024	mmu:14526
mmu04024	mmu:14607
mmu04024	mmu:14632
mmu04024	mmu:14634
mmu04024	mmu:14652
mmu04024	mmu:14677
mmu04024	mmu:14678
mmu04024	mmu:14679
mmu04024	mmu:14683
mmu04024	mmu:14799
mmu04024	mmu:14800
mmu04024	mmu:14802
mmu04024	mmu:14810
mmu04024	mmu:14811
mmu04024	mmu:14812
mmu04024	mmu:14813
mmu04024	mmu:14814
mmu04024	mmu:15166
mmu04024	mmu:15245
mmu04024	mmu:15550
mmu04024	mmu:15551
mmu04024	mmu:15552
mmu04024	mmu:15557
mmu04024	mmu:15562
mmu04024	mmu:15565
mmu04024	mmu:16476
mmu04024	mmu:16526
mmu04024	mmu:16866
mmu04024	mmu:16867
mmu04024	mmu:16890
mmu04024	mmu:170458
mmu04024	mmu:170483
mmu04024	mmu:170758
mmu04024	mmu:17200
mmu04024	mmu:17356
mmu04024	mmu:17931
mmu04024	mmu:18018
mmu04024	mmu:18033
mmu04024	mmu:18035
mmu04024	mmu:18160
mmu04024	mmu:18166
mmu04024	mmu:18429
mmu04024	mmu:18430
mmu04024	mmu:18479
mmu04024	mmu:18576
mmu04024	mmu:18577
mmu04024	mmu:18578
mmu04024	mmu:18706
mmu04024	mmu:18707
mmu04024	mmu:18708
mmu04024	mmu:18709
mmu04024	mmu:18710
mmu04024	mmu:18747
mmu04024	mmu:18749
mmu04024	mmu:18805
mmu04024	mmu:18806
mmu04024	mmu:18821
mmu04024	mmu:18976
mmu04024	mmu:19013
mmu04024	mmu:19045
mmu04024	mmu:19046
mmu04024	mmu:19047
mmu04024	mmu:19049
mmu04024	mmu:19206
mmu04024	mmu:19217
mmu04024	mmu:19218
mmu04024	mmu:19353
mmu04024	mmu:19354
mmu04024	mmu:19697
mmu04024	mmu:19877
mmu04024	mmu:19878
mmu04024	mmu:20130
mmu04024	mmu:20191
mmu04024	mmu:20544
mmu04024	mmu:20604
mmu04024	mmu:20605
mmu04024	mmu:20606
mmu04024	mmu:20609
mmu04024	mmu:20682
mmu04024	mmu:208188
mmu04024	mmu:208647
mmu04024	mmu:208677
mmu04024	mmu:210044
mmu04024	mmu:215449
mmu04024	mmu:217674
mmu04024	mmu:21844
mmu04024	mmu:21954
mmu04024	mmu:22094
mmu04024	mmu:22095
mmu04024	mmu:22324
mmu04024	mmu:22325
mmu04024	mmu:22353
mmu04024	mmu:22355
mmu04024	mmu:223864
mmu04024	mmu:224129
mmu04024	mmu:230899
mmu04024	mmu:231991
mmu04024	mmu:232975
mmu04024	mmu:233079
mmu04024	mmu:233649
mmu04024	mmu:236781
mmu04024	mmu:23797
mmu04024	mmu:23828
mmu04024	mmu:238871
mmu04024	mmu:239273
mmu04024	mmu:23984
mmu04024	mmu:242425
mmu04024	mmu:242443
mmu04024	mmu:243270
mmu04024	mmu:243764
mmu04024	mmu:26395
mmu04024	mmu:26396
mmu04024	mmu:26413
mmu04024	mmu:26414
mmu04024	mmu:26417
mmu04024	mmu:26419
mmu04024	mmu:26420
mmu04024	mmu:26427
mmu04024	mmu:271639
mmu04024	mmu:27222
mmu04024	mmu:30952
mmu04024	mmu:320707
mmu04024	mmu:328572
mmu04024	mmu:330953
mmu04024	mmu:333329
mmu04024	mmu:381290
mmu04024	mmu:381853
mmu04024	mmu:432530
mmu04024	mmu:434233
mmu04024	mmu:494124
mmu04024	mmu:53313
mmu04024	mmu:53623
mmu04024	mmu:54393
mmu04024	mmu:54611
mmu04024	mmu:54652
mmu04024	mmu:56188
mmu04024	mmu:56508
mmu04024	mmu:57257
mmu04024	mmu:58991
mmu04024	mmu:64082
mmu04024	mmu:66922
mmu04024	mmu:67653
mmu04024	mmu:67821
mmu04024	mmu:67972
mmu04024	mmu:70405
mmu04024	mmu:74055
mmu04024	mmu:74769
mmu04024	mmu:75600
mmu04024	mmu:78284
mmu04024	mmu:78977
mmu04024	mmu:80796
mmu04024	mmu:80885
mmu04024	mmu:80911
mmu04024	mmu:84112
mmu04024	mmu:98660
mmu04024	mmu:98932
mmu04060	mmu:100039863
mmu04060	mmu:100040048
mmu04060	mmu:100041579
mmu04060	mmu:100042493
mmu04060	mmu:100042555
mmu04060	mmu:100504239
mmu04060	mmu:100504346
mmu04060	mmu:100532
mmu04060	mmu:100862177
mmu04060	mmu:100862247
mmu04060	mmu:107527
mmu04060	mmu:110075
mmu04060	mmu:110542
mmu04060	mmu:11477
mmu04060	mmu:11479
mmu04060	mmu:11480
mmu04060	mmu:11481
mmu04060	mmu:11482
mmu04060	mmu:116849
mmu04060	mmu:11705
mmu04060	mmu:12145
mmu04060	mmu:12154
mmu04060	mmu:12155
mmu04060	mmu:12156
mmu04060	mmu:12159
mmu04060	mmu:12160
mmu04060	mmu:12161
mmu04060	mmu:12162
mmu04060	mmu:12163
mmu04060	mmu:12164
mmu04060	mmu:12165
mmu04060	mmu:12166
mmu04060	mmu:12167
mmu04060	mmu:12168
mmu04060	mmu:12458
mmu04060	mmu:12504
mmu04060	mmu:12765
mmu04060	mmu:12766
mmu04060	mmu:12767
mmu04060	mmu:12768
mmu04060	mmu:12769
mmu04060	mmu:12770
mmu04060	mmu:12771
mmu04060	mmu:12772
mmu04060	mmu:12773
mmu04060	mmu:12774
mmu04060	mmu:12775
mmu04060	mmu:12776
mmu04060	mmu:12777
mmu04060	mmu:12778
mmu04060	mmu:12803
mmu04060	mmu:12804
mmu04060	mmu:12977
mmu04060	mmu:12978
mmu04060	mmu:12981
mmu04060	mmu:12982
mmu04060	mmu:12983
mmu04060	mmu:12984
mmu04060	mmu:12985
mmu04060	mmu:12986
mmu04060	mmu:13019
mmu04060	mmu:13051
mmu04060	mmu:13607
mmu04060	mmu:13608
mmu04060	mmu:13856
mmu04060	mmu:13857
mmu04060	mmu:140806
mmu04060	mmu:14102
mmu04060	mmu:14103
mmu04060	mmu:14559
mmu04060	mmu:14560
mmu04060	mmu:14561
mmu04060	mmu:14562
mmu04060	mmu:14563
mmu04060	mmu:14566
mmu04060	mmu:14599
mmu04060	mmu:14600
mmu04060	mmu:14825
mmu04060	mmu:15945
mmu04060	mmu:15962
mmu04060	mmu:15964
mmu04060	mmu:15965
mmu04060	mmu:15967
mmu04060	mmu:15968
mmu04060	mmu:15969
mmu04060	mmu:15970
mmu04060	mmu:15972
mmu04060	mmu:15974
mmu04060	mmu:15975
mmu04060	mmu:15976
mmu04060	mmu:15977
mmu04060	mmu:15978
mmu04060	mmu:15979
mmu04060	mmu:15980
mmu04060	mmu:16153
mmu04060	mmu:16154
mmu04060	mmu:16155
mmu04060	mmu:16156
mmu04060	mmu:16157
mmu04060	mmu:16158
mmu04060	mmu:16159
mmu04060	mmu:16160
mmu04060	mmu:16161
mmu04060	mmu:16162
mmu04060	mmu:16163
mmu04060	mmu:16164
mmu04060	mmu:16165
mmu04060	mmu:16168
mmu04060	mmu:16169
mmu04060	mmu:16170
mmu04060	mmu:16171
mmu04060	mmu:16172
mmu04060	mmu:16173
mmu04060	mmu:16174
mmu04060	mmu:16175
mmu04060	mmu:16176
mmu04060	mmu:16177
mmu04060	mmu:16178
mmu04060	mmu:16180
mmu04060	mmu:16181
mmu04060	mmu:16182
mmu04060	mmu:16183
mmu04060	mmu:16184
mmu04060	mmu:16185
mmu04060	mmu:16186
mmu04060	mmu:16187
mmu04060	mmu:16188
mmu04060	mmu:16189
mmu04060	mmu:16190
mmu04060	mmu:16191
mmu04060	mmu:16192
mmu04060	mmu:16193
mmu04060	mmu:16194
mmu04060	mmu:16195
mmu04060	mmu:16196
mmu04060	mmu:16197
mmu04060	mmu:16198
mmu04060	mmu:16199
mmu04060	mmu:16322
mmu04060	mmu:16323
mmu04060	mmu:16324
mmu04060	mmu:16325
mmu04060	mmu:16326
mmu04060	mmu:16846
mmu04060	mmu:16847
mmu04060	mmu:16878
mmu04060	mmu:16880
mmu04060	mmu:16963
mmu04060	mmu:16992
mmu04060	mmu:16994
mmu04060	mmu:17000
mmu04060	mmu:17082
mmu04060	mmu:171095
mmu04060	mmu:17329
mmu04060	mmu:17480
mmu04060	mmu:17700
mmu04060	mmu:18048
mmu04060	mmu:18049
mmu04060	mmu:18053
mmu04060	mmu:18119
mmu04060	mmu:18383
mmu04060	mmu:18413
mmu04060	mmu:18414
mmu04060	mmu:18829
mmu04060	mmu:19109
mmu04060	mmu:19111
mmu04060	mmu:19116
mmu04060	mmu:20290
mmu04060	mmu:20292
mmu04060	mmu:20293
mmu04060	mmu:20295
mmu04060	mmu:20296
mmu04060	mmu:20297
mmu04060	mmu:20299
mmu04060	mmu:20300
mmu04060	mmu:20301
mmu04060	mmu:20302
mmu04060	mmu:20303
mmu04060	mmu:20304
mmu04060	mmu:20305
mmu04060	mmu:20306
mmu04060	mmu:20307
mmu04060	mmu:20308
mmu04060	mmu:20309
mmu04060	mmu:20310
mmu04060	mmu:20311
mmu04060	mmu:20312
mmu04060	mmu:20315
mmu04060	mmu:209590
mmu04060	mmu:213208
mmu04060	mmu:215257
mmu04060	mmu:215274
mmu04060	mmu:21803
mmu04060	mmu:21808
mmu04060	mmu:21809
mmu04060	mmu:21812
mmu04060	mmu:21813
mmu04060	mmu:21832
mmu04060	mmu:218624
mmu04060	mmu:21926
mmu04060	mmu:21933
mmu04060	mmu:21934
mmu04060	mmu:21935
mmu04060	mmu:21936
mmu04060	mmu:21937
mmu04060	mmu:21938
mmu04060	mmu:21939
mmu04060	mmu:21940
mmu04060	mmu:21941
mmu04060	mmu:21942
mmu04060	mmu:21943
mmu04060	mmu:21944
mmu04060	mmu:21947
mmu04060	mmu:21948
mmu04060	mmu:21949
mmu04060	mmu:21950
mmu04060	mmu:22035
mmu04060	mmu:22163
mmu04060	mmu:22164
mmu04060	mmu:225392
mmu04060	mmu:227288
mmu04060	mmu:230396
mmu04060	mmu:230398
mmu04060	mmu:230405
mmu04060	mmu:230828
mmu04060	mmu:230979
mmu04060	mmu:232983
mmu04060	mmu:234836
mmu04060	mmu:237313
mmu04060	mmu:238057
mmu04060	mmu:23832
mmu04060	mmu:23886
mmu04060	mmu:239114
mmu04060	mmu:24047
mmu04060	mmu:240873
mmu04060	mmu:24099
mmu04060	mmu:242316
mmu04060	mmu:242517
mmu04060	mmu:242519
mmu04060	mmu:242700
mmu04060	mmu:244218
mmu04060	mmu:245527
mmu04060	mmu:246779
mmu04060	mmu:252837
mmu04060	mmu:257630
mmu04060	mmu:269275
mmu04060	mmu:27279
mmu04060	mmu:28078
mmu04060	mmu:29820
mmu04060	mmu:320100
mmu04060	mmu:326623
mmu04060	mmu:329244
mmu04060	mmu:330122
mmu04060	mmu:330496
mmu04060	mmu:338374
mmu04060	mmu:387510
mmu04060	mmu:404549
mmu04060	mmu:50498
mmu04060	mmu:50905
mmu04060	mmu:50929
mmu04060	mmu:50930
mmu04060	mmu:50931
mmu04060	mmu:53603
mmu04060	mmu:541307
mmu04060	mmu:54448
mmu04060	mmu:54450
mmu04060	mmu:55985
mmu04060	mmu:56066
mmu04060	mmu:56069
mmu04060	mmu:56221
mmu04060	mmu:56708
mmu04060	mmu:56744
mmu04060	mmu:56838
mmu04060	mmu:57266
mmu04060	mmu:57349
mmu04060	mmu:57890
mmu04060	mmu:57914
mmu04060	mmu:57916
mmu04060	mmu:58181
mmu04060	mmu:60504
mmu04060	mmu:60505
mmu04060	mmu:621580
mmu04060	mmu:66102
mmu04060	mmu:69583
mmu04060	mmu:69677
mmu04060	mmu:72049
mmu04060	mmu:76399
mmu04060	mmu:76527
mmu04060	mmu:77125
mmu04060	mmu:80901
mmu04060	mmu:83430
mmu04060	mmu:85030
mmu04060	mmu:93672
mmu04060	mmu:94185
mmu04061	mmu:100039863
mmu04061	mmu:100040048
mmu04061	mmu:100041579
mmu04061	mmu:100042493
mmu04061	mmu:100504239
mmu04061	mmu:100504346
mmu04061	mmu:100862177
mmu04061	mmu:100862247
mmu04061	mmu:12145
mmu04061	mmu:12458
mmu04061	mmu:12765
mmu04061	mmu:12766
mmu04061	mmu:12767
mmu04061	mmu:12768
mmu04061	mmu:12769
mmu04061	mmu:12770
mmu04061	mmu:12771
mmu04061	mmu:12772
mmu04061	mmu:12773
mmu04061	mmu:12774
mmu04061	mmu:12775
mmu04061	mmu:12776
mmu04061	mmu:12777
mmu04061	mmu:12778
mmu04061	mmu:12977
mmu04061	mmu:12978
mmu04061	mmu:13051
mmu04061	mmu:14825
mmu04061	mmu:15945
mmu04061	mmu:16153
mmu04061	mmu:16154
mmu04061	mmu:16155
mmu04061	mmu:16173
mmu04061	mmu:16174
mmu04061	mmu:16182
mmu04061	mmu:16183
mmu04061	mmu:16184
mmu04061	mmu:16185
mmu04061	mmu:16186
mmu04061	mmu:16193
mmu04061	mmu:16194
mmu04061	mmu:16195
mmu04061	mmu:16963
mmu04061	mmu:16992
mmu04061	mmu:17000
mmu04061	mmu:17329
mmu04061	mmu:18829
mmu04061	mmu:20290
mmu04061	mmu:20292
mmu04061	mmu:20293
mmu04061	mmu:20295
mmu04061	mmu:20296
mmu04061	mmu:20297
mmu04061	mmu:20299
mmu04061	mmu:20300
mmu04061	mmu:20301
mmu04061	mmu:20302
mmu04061	mmu:20303
mmu04061	mmu:20304
mmu04061	mmu:20305
mmu04061	mmu:20306
mmu04061	mmu:20307
mmu04061	mmu:20308
mmu04061	mmu:20310
mmu04061	mmu:20311
mmu04061	mmu:20312
mmu04061	mmu:20315
mmu04061	mmu:213208
mmu04061	mmu:21926
mmu04061	mmu:21933
mmu04061	mmu:21937
mmu04061	mmu:21938
mmu04061	mmu:22035
mmu04061	mmu:227288
mmu04061	mmu:230828
mmu04061	mmu:230979
mmu04061	mmu:237313
mmu04061	mmu:23832
mmu04061	mmu:24047
mmu04061	mmu:252837
mmu04061	mmu:329244
mmu04061	mmu:330122
mmu04061	mmu:50930
mmu04061	mmu:541307
mmu04061	mmu:55985
mmu04061	mmu:56066
mmu04061	mmu:56221
mmu04061	mmu:56744
mmu04061	mmu:56838
mmu04061	mmu:57266
mmu04061	mmu:57349
mmu04061	mmu:58181
mmu04061	mmu:621580
mmu04061	mmu:76527
mmu04061	mmu:93672
mmu04062	mmu:100039863
mmu04062	mmu:100040048
mmu04062	mmu:100041579
mmu04062	mmu:100042493
mmu04062	mmu:100503710
mmu04062	mmu:100504239
mmu04062	mmu:100504346
mmu04062	mmu:100862177
mmu04062	mmu:100862247
mmu04062	mmu:102633809
mmu04062	mmu:104110
mmu04062	mmu:104111
mmu04062	mmu:104709
mmu04062	mmu:109689
mmu04062	mmu:109880
mmu04062	mmu:109905
mmu04062	mmu:110157
mmu04062	mmu:110355
mmu04062	mmu:11512
mmu04062	mmu:11513
mmu04062	mmu:11514
mmu04062	mmu:11515
mmu04062	mmu:11651
mmu04062	mmu:11652
mmu04062	mmu:11848
mmu04062	mmu:12015
mmu04062	mmu:12145
mmu04062	mmu:12458
mmu04062	mmu:12540
mmu04062	mmu:12675
mmu04062	mmu:12765
mmu04062	mmu:12766
mmu04062	mmu:12767
mmu04062	mmu:12768
mmu04062	mmu:12769
mmu04062	mmu:12770
mmu04062	mmu:12771
mmu04062	mmu:12772
mmu04062	mmu:12773
mmu04062	mmu:12774
mmu04062	mmu:12775
mmu04062	mmu:12776
mmu04062	mmu:12777
mmu04062	mmu:12927
mmu04062	mmu:12928
mmu04062	mmu:12929
mmu04062	mmu:13051
mmu04062	mmu:140580
mmu04062	mmu:14083
mmu04062	mmu:14191
mmu04062	mmu:14677
mmu04062	mmu:14678
mmu04062	mmu:14679
mmu04062	mmu:14682
mmu04062	mmu:14688
mmu04062	mmu:14693
mmu04062	mmu:14695
mmu04062	mmu:14696
mmu04062	mmu:14697
mmu04062	mmu:14699
mmu04062	mmu:14700
mmu04062	mmu:14701
mmu04062	mmu:14702
mmu04062	mmu:14704
mmu04062	mmu:14706
mmu04062	mmu:14707
mmu04062	mmu:14708
mmu04062	mmu:14709
mmu04062	mmu:14710
mmu04062	mmu:14772
mmu04062	mmu:14773
mmu04062	mmu:14784
mmu04062	mmu:14825
mmu04062	mmu:15162
mmu04062	mmu:15461
mmu04062	mmu:15945
mmu04062	mmu:16150
mmu04062	mmu:16151
mmu04062	mmu:16428
mmu04062	mmu:16452
mmu04062	mmu:16453
mmu04062	mmu:16653
mmu04062	mmu:16963
mmu04062	mmu:170758
mmu04062	mmu:17096
mmu04062	mmu:17329
mmu04062	mmu:17969
mmu04062	mmu:18033
mmu04062	mmu:18035
mmu04062	mmu:18036
mmu04062	mmu:18176
mmu04062	mmu:18479
mmu04062	mmu:18706
mmu04062	mmu:18707
mmu04062	mmu:18708
mmu04062	mmu:18709
mmu04062	mmu:18710
mmu04062	mmu:18747
mmu04062	mmu:18749
mmu04062	mmu:18751
mmu04062	mmu:18753
mmu04062	mmu:18762
mmu04062	mmu:18795
mmu04062	mmu:18796
mmu04062	mmu:18797
mmu04062	mmu:18798
mmu04062	mmu:18803
mmu04062	mmu:18829
mmu04062	mmu:19229
mmu04062	mmu:19303
mmu04062	mmu:19353
mmu04062	mmu:19354
mmu04062	mmu:19395
mmu04062	mmu:19697
mmu04062	mmu:19877
mmu04062	mmu:19878
mmu04062	mmu:20290
mmu04062	mmu:20292
mmu04062	mmu:20293
mmu04062	mmu:20295
mmu04062	mmu:20296
mmu04062	mmu:20297
mmu04062	mmu:20299
mmu04062	mmu:20300
mmu04062	mmu:20301
mmu04062	mmu:20302
mmu04062	mmu:20303
mmu04062	mmu:20304
mmu04062	mmu:20305
mmu04062	mmu:20306
mmu04062	mmu:20307
mmu04062	mmu:20308
mmu04062	mmu:20309
mmu04062	mmu:20310
mmu04062	mmu:20311
mmu04062	mmu:20312
mmu04062	mmu:20315
mmu04062	mmu:20416
mmu04062	mmu:20418
mmu04062	mmu:20662
mmu04062	mmu:20663
mmu04062	mmu:20779
mmu04062	mmu:20846
mmu04062	mmu:20847
mmu04062	mmu:20848
mmu04062	mmu:20851
mmu04062	mmu:210044
mmu04062	mmu:215449
mmu04062	mmu:216148
mmu04062	mmu:216869
mmu04062	mmu:21844
mmu04062	mmu:22324
mmu04062	mmu:22325
mmu04062	mmu:22376
mmu04062	mmu:224129
mmu04062	mmu:227288
mmu04062	mmu:234779
mmu04062	mmu:23797
mmu04062	mmu:23832
mmu04062	mmu:24013
mmu04062	mmu:24047
mmu04062	mmu:26385
mmu04062	mmu:26395
mmu04062	mmu:26413
mmu04062	mmu:26417
mmu04062	mmu:271849
mmu04062	mmu:277360
mmu04062	mmu:30955
mmu04062	mmu:320129
mmu04062	mmu:320207
mmu04062	mmu:330122
mmu04062	mmu:432530
mmu04062	mmu:541307
mmu04062	mmu:55985
mmu04062	mmu:56066
mmu04062	mmu:56221
mmu04062	mmu:56484
mmu04062	mmu:56637
mmu04062	mmu:56744
mmu04062	mmu:56838
mmu04062	mmu:57257
mmu04062	mmu:57266
mmu04062	mmu:57349
mmu04062	mmu:606496
mmu04062	mmu:621580
mmu04062	mmu:64337
mmu04062	mmu:66066
mmu04062	mmu:66102
mmu04062	mmu:67653
mmu04062	mmu:74769
mmu04062	mmu:80901
mmu04062	mmu:93742
mmu04062	mmu:94176
mmu04064	mmu:100042493
mmu04064	mmu:100504239
mmu04064	mmu:100504346
mmu04064	mmu:100862177
mmu04064	mmu:105844
mmu04064	mmu:106759
mmu04064	mmu:108723
mmu04064	mmu:111173
mmu04064	mmu:11545
mmu04064	mmu:117149
mmu04064	mmu:11796
mmu04064	mmu:11797
mmu04064	mmu:11798
mmu04064	mmu:11920
mmu04064	mmu:12042
mmu04064	mmu:12043
mmu04064	mmu:12044
mmu04064	mmu:12045
mmu04064	mmu:12046
mmu04064	mmu:12047
mmu04064	mmu:12048
mmu04064	mmu:12229
mmu04064	mmu:12475
mmu04064	mmu:12633
mmu04064	mmu:12675
mmu04064	mmu:12995
mmu04064	mmu:13000
mmu04064	mmu:13001
mmu04064	mmu:13197
mmu04064	mmu:13607
mmu04064	mmu:13608
mmu04064	mmu:14825
mmu04064	mmu:15894
mmu04064	mmu:16150
mmu04064	mmu:16151
mmu04064	mmu:16176
mmu04064	mmu:16177
mmu04064	mmu:16179
mmu04064	mmu:16797
mmu04064	mmu:16803
mmu04064	mmu:16818
mmu04064	mmu:16992
mmu04064	mmu:16994
mmu04064	mmu:17000
mmu04064	mmu:17060
mmu04064	mmu:170720
mmu04064	mmu:17087
mmu04064	mmu:17096
mmu04064	mmu:171211
mmu04064	mmu:17873
mmu04064	mmu:17874
mmu04064	mmu:18033
mmu04064	mmu:18034
mmu04064	mmu:18035
mmu04064	mmu:18751
mmu04064	mmu:18761
mmu04064	mmu:18792
mmu04064	mmu:18803
mmu04064	mmu:18829
mmu04064	mmu:19225
mmu04064	mmu:19697
mmu04064	mmu:19698
mmu04064	mmu:19766
mmu04064	mmu:20303
mmu04064	mmu:20310
mmu04064	mmu:20315
mmu04064	mmu:20963
mmu04064	mmu:217069
mmu04064	mmu:21898
mmu04064	mmu:21926
mmu04064	mmu:21929
mmu04064	mmu:21934
mmu04064	mmu:21937
mmu04064	mmu:21939
mmu04064	mmu:21943
mmu04064	mmu:21947
mmu04064	mmu:22029
mmu04064	mmu:22030
mmu04064	mmu:22031
mmu04064	mmu:22033
mmu04064	mmu:22034
mmu04064	mmu:22196
mmu04064	mmu:22329
mmu04064	mmu:225471
mmu04064	mmu:22637
mmu04064	mmu:230073
mmu04064	mmu:234779
mmu04064	mmu:23882
mmu04064	mmu:240354
mmu04064	mmu:24047
mmu04064	mmu:24099
mmu04064	mmu:245527
mmu04064	mmu:26409
mmu04064	mmu:266632
mmu04064	mmu:330122
mmu04064	mmu:333654
mmu04064	mmu:432613
mmu04064	mmu:50930
mmu04064	mmu:53859
mmu04064	mmu:57913
mmu04064	mmu:59004
mmu04064	mmu:66513
mmu04064	mmu:66724
mmu04064	mmu:68652
mmu04064	mmu:71609
mmu04064	mmu:72049
mmu04064	mmu:74256
mmu04066	mmu:102631956
mmu04066	mmu:102637110
mmu04066	mmu:106557
mmu04066	mmu:108058
mmu04066	mmu:112405
mmu04066	mmu:112406
mmu04066	mmu:112407
mmu04066	mmu:115487111
mmu04066	mmu:11600
mmu04066	mmu:11601
mmu04066	mmu:11602
mmu04066	mmu:11651
mmu04066	mmu:11652
mmu04066	mmu:11674
mmu04066	mmu:11676
mmu04066	mmu:11863
mmu04066	mmu:12043
mmu04066	mmu:12322
mmu04066	mmu:12323
mmu04066	mmu:12325
mmu04066	mmu:12575
mmu04066	mmu:12576
mmu04066	mmu:12914
mmu04066	mmu:13058
mmu04066	mmu:13614
mmu04066	mmu:13645
mmu04066	mmu:13649
mmu04066	mmu:13684
mmu04066	mmu:13685
mmu04066	mmu:13806
mmu04066	mmu:13807
mmu04066	mmu:13808
mmu04066	mmu:13819
mmu04066	mmu:13856
mmu04066	mmu:13866
mmu04066	mmu:14254
mmu04066	mmu:14433
mmu04066	mmu:15251
mmu04066	mmu:15275
mmu04066	mmu:15277
mmu04066	mmu:15368
mmu04066	mmu:15978
mmu04066	mmu:15979
mmu04066	mmu:15980
mmu04066	mmu:16000
mmu04066	mmu:16001
mmu04066	mmu:16193
mmu04066	mmu:16194
mmu04066	mmu:16333
mmu04066	mmu:16334
mmu04066	mmu:16337
mmu04066	mmu:16828
mmu04066	mmu:16832
mmu04066	mmu:16833
mmu04066	mmu:17000
mmu04066	mmu:170768
mmu04066	mmu:17346
mmu04066	mmu:17347
mmu04066	mmu:18033
mmu04066	mmu:18126
mmu04066	mmu:18127
mmu04066	mmu:18597
mmu04066	mmu:18598
mmu04066	mmu:18641
mmu04066	mmu:18642
mmu04066	mmu:18655
mmu04066	mmu:18663
mmu04066	mmu:18706
mmu04066	mmu:18707
mmu04066	mmu:18708
mmu04066	mmu:18709
mmu04066	mmu:18710
mmu04066	mmu:18750
mmu04066	mmu:18751
mmu04066	mmu:18752
mmu04066	mmu:18787
mmu04066	mmu:18803
mmu04066	mmu:19697
mmu04066	mmu:20104
mmu04066	mmu:20525
mmu04066	mmu:20848
mmu04066	mmu:212032
mmu04066	mmu:216019
mmu04066	mmu:216036
mmu04066	mmu:21687
mmu04066	mmu:218268
mmu04066	mmu:21857
mmu04066	mmu:21898
mmu04066	mmu:22041
mmu04066	mmu:22042
mmu04066	mmu:22339
mmu04066	mmu:22346
mmu04066	mmu:228026
mmu04066	mmu:230163
mmu04066	mmu:230899
mmu04066	mmu:234779
mmu04066	mmu:23797
mmu04066	mmu:26395
mmu04066	mmu:26396
mmu04066	mmu:26413
mmu04066	mmu:26417
mmu04066	mmu:26987
mmu04066	mmu:328572
mmu04066	mmu:353204
mmu04066	mmu:433182
mmu04066	mmu:56421
mmu04066	mmu:56438
mmu04066	mmu:56717
mmu04066	mmu:58988
mmu04066	mmu:67673
mmu04066	mmu:67923
mmu04066	mmu:68263
mmu04066	mmu:71745
mmu04066	mmu:71775
mmu04066	mmu:72508
mmu04066	mmu:74769
mmu04066	mmu:79459
mmu04068	mmu:105787
mmu04068	mmu:108079
mmu04068	mmu:108097
mmu04068	mmu:108099
mmu04068	mmu:109880
mmu04068	mmu:110157
mmu04068	mmu:11651
mmu04068	mmu:11652
mmu04068	mmu:11836
mmu04068	mmu:11920
mmu04068	mmu:12053
mmu04068	mmu:12125
mmu04068	mmu:12176
mmu04068	mmu:12359
mmu04068	mmu:12442
mmu04068	mmu:12443
mmu04068	mmu:12444
mmu04068	mmu:12452
mmu04068	mmu:12566
mmu04068	mmu:12575
mmu04068	mmu:12576
mmu04068	mmu:12579
mmu04068	mmu:12581
mmu04068	mmu:12675
mmu04068	mmu:12795
mmu04068	mmu:12914
mmu04068	mmu:13197
mmu04068	mmu:13609
mmu04068	mmu:13611
mmu04068	mmu:13645
mmu04068	mmu:13649
mmu04068	mmu:14103
mmu04068	mmu:14377
mmu04068	mmu:14378
mmu04068	mmu:14784
mmu04068	mmu:14816
mmu04068	mmu:15228
mmu04068	mmu:15461
mmu04068	mmu:15469
mmu04068	mmu:16000
mmu04068	mmu:16001
mmu04068	mmu:16150
mmu04068	mmu:16153
mmu04068	mmu:16193
mmu04068	mmu:16197
mmu04068	mmu:16333
mmu04068	mmu:16334
mmu04068	mmu:16337
mmu04068	mmu:16367
mmu04068	mmu:16369
mmu04068	mmu:16370
mmu04068	mmu:16598
mmu04068	mmu:16653
mmu04068	mmu:170755
mmu04068	mmu:17127
mmu04068	mmu:17128
mmu04068	mmu:17246
mmu04068	mmu:17873
mmu04068	mmu:18099
mmu04068	mmu:18176
mmu04068	mmu:18534
mmu04068	mmu:18607
mmu04068	mmu:18706
mmu04068	mmu:18707
mmu04068	mmu:18708
mmu04068	mmu:18709
mmu04068	mmu:18710
mmu04068	mmu:18817
mmu04068	mmu:19079
mmu04068	mmu:19082
mmu04068	mmu:19094
mmu04068	mmu:19211
mmu04068	mmu:19373
mmu04068	mmu:19374
mmu04068	mmu:19651
mmu04068	mmu:20393
